,University Name,Field,City,Region,Major,Lowest Score,Highest Score,Ranking,YEAR
490,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Mechanical Engineering,256.85689,283.2685,204000,2016
491,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Pre-school Teaching,373.60695,417.8051,198000,2016
492,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Primary School Math Teaching,348.74738,455.82576,91300,2016
493,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Social Science Teaching,357.54877,375.12556,60100,2016
494,AKSARAY UNIVERSITY,EA,AKSARAY,Central Anatolia Region,Teaching,361.41808,387.90767,104000,2016
495,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Turkish Language and Literature,349.6367,398.33514,97800,2016
496,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Turkish Teaching,403.49651,441.23489,29800,2016
497,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Veterinary,306.10595,350.54639,130000,2016
498,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Civil Engineering,293.92657,329.38606,149000,2017
499,AKSARAY UNIVERSITY,DIL,AKSARAY,Central Anatolia Region,English Teaching,382.84092,464.76769,15200,2017
500,AKSARAY UNIVERSITY,EA,AKSARAY,Central Anatolia Region,Guidance and Psychological Counseling,384.71117,411.7648,55400,2017
501,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,History,290.4855,338.14783,256000,2017
502,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Industrial Engineering,264.23333,326.06031,199000,2017
503,AKSARAY UNIVERSITY,EA,AKSARAY,Central Anatolia Region,"Management Information
systems",240.22561,300.56187,354000,2017
504,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Math,237.25559,288.98501,258000,2017
505,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Mechanical Engineering,261.30368,334.38869,205000,2017
506,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Pre-school Teaching,390.07847,430.22322,36700,2017
507,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Primary School Math Teaching,328.63951,415.9278,107000,2017
508,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Social Science Teaching,324.77964,384.26857,141000,2017
509,AKSARAY UNIVERSITY,EA,AKSARAY,Central Anatolia Region,Teaching,341.32306,375.61284,106000,2017
510,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Turkish Language and Literature,315.17156,349.08239,190000,2017
511,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Turkish Teaching,381.35026,477.50298,59400,2017
512,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Veterinary,317.20001,330.08339,125000,2017
513,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Civil Engineering,270.2258,303.1183,223613,2018
514,AKSARAY UNIVERSITY,DIL,AKSARAY,Central Anatolia Region,English Teaching,370.03356,411.50539,19348,2018
515,AKSARAY UNIVERSITY,EA,AKSARAY,Central Anatolia Region,Guidance and Psychological Counseling,331.82692,356.47796,104076,2018
516,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,History,275.78655,327.95328,364078,2018
517,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Industrial Engineering,256.92991,277.5322,265440,2018
518,AKSARAY UNIVERSITY,EA,AKSARAY,Central Anatolia Region,"Management Information
systems",221.92762,340.51818,693710,2018
519,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Math,234.47773,259.80228,365356,2018
520,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Mechanical Engineering,250.25585,383.31749,291002,2018
521,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Pre-school Teaching,371.01182,392.19543,29004,2018
522,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Primary School Math Teaching,318.85482,354.2269,128556,2018
523,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Social Science Teaching,322.28021,357.94592,129119,2018
524,AKSARAY UNIVERSITY,EA,AKSARAY,Central Anatolia Region,Teaching,312.64708,360.04618,149227,2018
525,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Turkish Language and Literature,303.58391,348.87896,202584,2018
526,AKSARAY UNIVERSITY,SOZ,AKSARAY,Central Anatolia Region,Turkish Teaching,358.95029,421.08261,43997,2018
527,AKSARAY UNIVERSITY,SAY,AKSARAY,Central Anatolia Region,Veterinary,311.9931,324.92173,138460,2018
528,AKSARAY UNIVERSITY (SE),SAY,AKSARAY,Central Anatolia Region,Civil Engineering,281.06292,362.55595,134000,2015
529,AKSARAY UNIVERSITY (SE),EA,AKSARAY,Central Anatolia Region,Guidance and Psychological Counseling,377.79233,381.11487,43200,2015
530,AKSARAY UNIVERSITY (SE),SOZ,AKSARAY,Central Anatolia Region,History,288.01197,363.17974,197000,2015
531,AKSARAY UNIVERSITY (SE),SAY,AKSARAY,Central Anatolia Region,Civil Engineering,284.52791,404.12447,159000,2016
532,AKSARAY UNIVERSITY (SE),EA,AKSARAY,Central Anatolia Region,Guidance and Psychological Counseling,401.35993,425.94805,53300,2016
533,AKSARAY UNIVERSITY (SE),SOZ,AKSARAY,Central Anatolia Region,History,304.62469,339.16246,205000,2016
534,AKSARAY UNIVERSITY (SE),SAY,AKSARAY,Central Anatolia Region,Civil Engineering,278.90591,319.19561,173000,2017
535,AKSARAY UNIVERSITY (SE),EA,AKSARAY,Central Anatolia Region,Guidance and Psychological Counseling,379.03193,385.56921,62500,2017
536,AKSARAY UNIVERSITY (SE),SOZ,AKSARAY,Central Anatolia Region,History,266.54272,382.39179,348000,2017
537,AKSARAY UNIVERSITY (SE),SAY,AKSARAY,Central Anatolia Region,Civil Engineering,258.48967,318.77956,259921,2018
538,AKSARAY UNIVERSITY (SE),EA,AKSARAY,Central Anatolia Region,Guidance and Psychological Counseling,322.79161,332.52135,123611,2018
539,AKSARAY UNIVERSITY (SE),SOZ,AKSARAY,Central Anatolia Region,History,256.8013,284.06533,517612,2018
540,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,City and Region Planning,249.68025,284.01814,186000,2015
541,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Electrical and Electronics Engineering,267.22865,312.29301,154000,2015
542,AMASYA UNIVERSITY,DIL,AMASYA,Black Sea Region,English Teaching,372.20373,450.61892,12100,2015
543,AMASYA UNIVERSITY,EA,AMASYA,Black Sea Region,Guidance and Psychological Counseling,382.20273,405.67847,38600,2015
544,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,History,310.79721,342.81779,134000,2015
545,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Math,224.2464,356.65438,248000,2015
546,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Pre-school Teaching,344.84247,384.15859,145000,2015
547,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Primary School Math Teaching,326.89719,407.69924,83900,2015
548,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Social Science Teaching,337.81165,370.85397,66500,2015
549,AMASYA UNIVERSITY,EA,AMASYA,Black Sea Region,Teaching,328.35055,352.49164,104000,2015
550,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Theology,335.37516,389.38193,172000,2015
551,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Turkish Language and Literature,343.26213,371.72914,69800,2015
552,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Turkish Teaching,379.66162,425.16506,28400,2015
553,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,City and Region Planning,230.77913,266.41416,261000,2016
554,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Electrical and Electronics Engineering,267.07477,333.49711,186000,2016
555,AMASYA UNIVERSITY,DIL,AMASYA,Black Sea Region,English Teaching,386.3016,464.29201,13400,2016
556,AMASYA UNIVERSITY,EA,AMASYA,Black Sea Region,Guidance and Psychological Counseling,406.37381,419.91032,47300,2016
557,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,History,325.76477,354.92563,148000,2016
558,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Math,231.55192,254.33604,271000,2016
559,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Pre-school Teaching,367.6467,481.76392,218000,2016
560,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Primary School Math Teaching,346.09973,418.64436,93700,2016
561,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Social Science Teaching,356.70474,391.03446,61100,2016
562,AMASYA UNIVERSITY,EA,AMASYA,Black Sea Region,Teaching,359.50962,387.50296,107000,2016
563,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Theology,359.37005,426.38261,218000,2016
564,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Turkish Language and Literature,357.84113,381.78287,83900,2016
565,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Turkish Teaching,403.46472,425.45616,29800,2016
566,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,City and Region Planning,240.95945,253.25265,250000,2017
567,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Electrical and Electronics Engineering,264.50752,406.55319,198000,2017
568,AMASYA UNIVERSITY,DIL,AMASYA,Black Sea Region,English Teaching,387.15043,445.71453,14400,2017
569,AMASYA UNIVERSITY,EA,AMASYA,Black Sea Region,Guidance and Psychological Counseling,384.96773,402.66819,55000,2017
570,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,History,267.97095,365.55455,342000,2017
571,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Math,237.11738,294.79837,258000,2017
572,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Pre-school Teaching,389.11315,413.51551,37600,2017
573,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Primary School Math Teaching,328.34925,401.99592,107000,2017
574,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Social Science Teaching,320.2602,369.16359,152000,2017
575,AMASYA UNIVERSITY,EA,AMASYA,Black Sea Region,Teaching,340.11453,366.04231,108000,2017
576,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Theology,357.50032,414.90616,78300,2017
577,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Turkish Language and Literature,319.57992,387.13253,173000,2017
578,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,Turkish Language and Literature,242.0908,352.55216,459000,2017
579,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Turkish Teaching,372.56697,443.84933,71400,2017
580,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,City and Region Planning,230.33989,262.16833,386955,2018
581,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Electrical and Electronics Engineering,253.38366,300.17388,278683,2018
582,AMASYA UNIVERSITY,DIL,AMASYA,Black Sea Region,English Teaching,377.11743,420.3517,16704,2018
583,AMASYA UNIVERSITY,EA,AMASYA,Black Sea Region,Guidance and Psychological Counseling,330.31286,360.63206,107122,2018
584,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,History,279.53156,389.99661,338198,2018
585,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Math,235.72582,257.86429,358704,2018
586,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Pre-school Teaching,371.24208,413.21591,28766,2018
587,AMASYA UNIVERSITY,SAY,AMASYA,Black Sea Region,Primary School Math Teaching,316.72833,421.50836,131541,2018
588,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Social Science Teaching,320.23552,377.19815,135894,2018
589,AMASYA UNIVERSITY,EA,AMASYA,Black Sea Region,Teaching,311.48648,367.06342,152483,2018
590,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Theology,328.4734,412.76309,109673,2018
591,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Turkish Language and Literature,306.82448,357.78878,188063,2018
592,AMASYA UNIVERSITY,SOZ,AMASYA,Black Sea Region,Turkish Teaching,355.20544,397.72369,49730,2018
593,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,History,292.33011,365.34541,184000,2015
594,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,Theology,325.17426,371.56417,211000,2015
595,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,Turkish Language and Literature,323.57536,341.80073,105000,2015
596,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,History,307.75397,325.92943,195000,2016
597,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,Theology,344.85465,391.02883,286000,2016
598,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,Turkish Language and Literature,338.2083,355.96515,120000,2016
599,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,History,246.14999,324.65446,440000,2017
600,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,Theology,338.22553,368.95477,112000,2017
601,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,History,261.90059,348.78858,472737,2018
602,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,Theology,307.62522,341.73831,184606,2018
603,AMASYA UNIVERSITY (SE),SOZ,AMASYA,Black Sea Region,Turkish Language and Literature,278.01449,349.00419,348550,2018
604,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,"Archaeology

",262.45539,340.01221,326000,2015
605,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Art History,310.19596,349.02572,135000,2015
606,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Cinema and Television,382.86814,429.36281,20900,2015
607,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Communication Design and Management,350.82707,403.42522,49000,2015
608,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,English Teaching,418.59848,490.24978,5940,2015
609,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Finance,306.96438,352.84075,133000,2015
610,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,French Teaching,288.67737,417.62198,28300,2015
611,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Gastronomy and Kitchen Arts,374.89091,430.908,26200,2015
612,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,German Teaching,311.06025,416.01539,23000,2015
613,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Guidance and Psychological Counseling,398.75946,435.05437,24100,2015
614,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,History,340.13982,384.65396,74600,2015
615,ANADOLU UNIVERSITY,SAY,ESKISEHIR,Central Anatolia Region,Language and Speech Therapy,406.39824,435.32002,31400,2015
616,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Law,412.38516,453.2278,15400,2015
617,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Philosophy,296.06955,370.1173,201000,2015
618,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Pre-school Teaching,369.10148,428.04875,90400,2015
619,ANADOLU UNIVERSITY,SAY,ESKISEHIR,Central Anatolia Region,Primary School Math Teaching,368.54435,401.79837,51000,2015
620,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Public Relations and Advertising,365.60574,437.05149,33600,2015
621,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,Russian Language and Literature,370.99027,427.97911,16700,2015
622,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Social Science Teaching,360.47527,400.01821,38500,2015
623,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Social Service,377.43151,397.17169,43500,2015
624,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Sociology,336.42329,357.88158,103000,2015
625,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Teaching,350.74366,385.91961,70600,2015
626,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Tourism Business,265.02054,308.96753,250000,2015
627,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,Tourism Guidance,330.36779,396.17025,19000,2015
628,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Turkish Language and Literature,369.55628,411.8362,37100,2015
629,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,"Archaeology

",282.42181,404.50691,355000,2016
630,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Art History,325.02243,428.19766,149000,2016
631,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Cinema and Television,405.97143,450.32928,27900,2016
632,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Communication Design and Management,354.20772,401.87559,64400,2016
633,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,English Teaching,433.78703,466.97558,6680,2016
634,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Finance,331.93286,372.56157,147000,2016
635,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,French Teaching,302.04949,474.85547,29300,2016
636,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Gastronomy and Kitchen Arts,410.19878,462.06224,24700,2016
637,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,German Teaching,325.3691,470.99972,24300,2016
638,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Guidance and Psychological Counseling,424.26236,453.32261,29100,2016
639,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,History,361.30638,440.54958,78500,2016
640,ANADOLU UNIVERSITY,SAY,ESKISEHIR,Central Anatolia Region,Language and Speech Therapy,426.1093,455.03637,33400,2016
641,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Law,440.41261,474.05092,16900,2016
642,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Philosophy,318.8936,355.46972,223000,2016
643,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Pre-school Teaching,393.60023,463.29315,136000,2016
644,ANADOLU UNIVERSITY,SAY,ESKISEHIR,Central Anatolia Region,Primary School Math Teaching,383.84153,442.29205,63200,2016
645,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Public Relations and Advertising,389.39085,461.00668,42700,2016
646,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,Russian Language and Literature,382.71571,446.30707,21000,2016
647,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Social Science Teaching,373.26058,414.237,42200,2016
648,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Social Service,399.30846,413.52422,55900,2016
649,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Sociology,362.86943,389.85121,115000,2016
650,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Teaching,378.64545,409.84892,78200,2016
651,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Tourism Business,280.30191,372.88587,297000,2016
652,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,Tourism Guidance,330.49749,425.49977,23200,2016
653,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Turkish Language and Literature,391.55734,451.6091,40500,2016
654,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,"Archaeology

",250.47259,346.34233,397000,2017
655,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Art History,306.1497,380.38738,208000,2017
656,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Cinema and Television,393.43914,447.85626,44900,2017
657,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Communication Design and Management,346.40754,428.26363,97100,2017
658,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,English Teaching,431.46814,475.68548,53300,2017
659,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Finance,201.61181,426.4002,160000,2017
660,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,French Teaching,315.24496,404.25234,29800,2017
661,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Gastronomy and Kitchen Arts,406.86155,454.38208,31600,2017
662,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,German Teaching,326.9918,426.8472,27000,2017
663,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Guidance and Psychological Counseling,405.90628,441.18471,32800,2017
664,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,History,335.78462,413.69719,136000,2017
665,ANADOLU UNIVERSITY,SAY,ESKISEHIR,Central Anatolia Region,Language and Speech Therapy,421.6462,447.49742,34500,2017
666,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Law,428.67341,465.84097,16200,2017
667,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Philosophy,288.73679,378.0229,254000,2017
668,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Pre-school Teaching,408.03889,448.70276,21700,2017
669,ANADOLU UNIVERSITY,SAY,ESKISEHIR,Central Anatolia Region,Primary School Math Teaching,364.96481,432.78272,71800,2017
670,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Public Relations and Advertising,372.35184,444.48726,71700,2017
671,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,Russian Language and Literature,377.41539,442.18262,21800,2017
672,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Social Science Teaching,354.59484,419.97217,83000,2017
673,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Social Service,374.89668,417.32445,68100,2017
674,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Sociology,335.34168,398.59706,136000,2017
675,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Teaching,359.27762,431.17762,78800,2017
676,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Tourism Business,251.96481,305.41753,307000,2017
677,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,Tourism Guidance,337.59029,454.90625,24600,2017
678,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Turkish Language and Literature,370.59715,415.97891,74300,2017
679,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,"Archaeology

",225.39524,318.63762,671059,2018
680,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Art History,292.31949,386.80515,260005,2018
681,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Cinema and Television,363.37632,414.70099,37908,2018
682,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Communication Design and Management,329.99445,398.84255,105266,2018
683,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,English Teaching,416.52274,488.49652,8769,2018
684,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Finance,282.73365,332.23113,255344,2018
685,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,French Teaching,321.56423,420.45622,30774,2018
686,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Gastronomy and Kitchen Arts,383.29411,430.80586,18362,2018
687,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,German Teaching,333.27796,405.71576,27562,2018
688,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Guidance and Psychological Counseling,362.30781,408.6176,54053,2018
689,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,History,321.25065,413.29313,132546,2018
690,ANADOLU UNIVERSITY,SAY,ESKISEHIR,Central Anatolia Region,Language and Speech Therapy,417.307,445.47033,41545,2018
691,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Law,397.96242,449.78073,19371,2018
692,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Philosophy,242.65363,336.91245,509137,2018
693,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Pre-school Teaching,391.79382,461.0918,13022,2018
694,ANADOLU UNIVERSITY,SAY,ESKISEHIR,Central Anatolia Region,Primary School Math Teaching,363.08369,427.82625,79951,2018
695,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Public Relations and Advertising,343.65243,412.62359,71276,2018
696,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,Russian Language and Literature,364.19622,412.89027,19787,2018
697,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Social Science Teaching,344.24106,415.27867,70022,2018
698,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Social Service,310.74219,352.70448,154529,2018
699,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Sociology,283.47387,347.36516,252036,2018
700,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Teaching,337.23479,398.55063,93286,2018
701,ANADOLU UNIVERSITY,EA,ESKISEHIR,Central Anatolia Region,Tourism Business,244.35063,283.41629,494590,2018
702,ANADOLU UNIVERSITY,DIL,ESKISEHIR,Central Anatolia Region,Tourism Guidance,338.99557,403.34336,26097,2018
703,ANADOLU UNIVERSITY,SOZ,ESKISEHIR,Central Anatolia Region,Turkish Language and Literature,347.28563,377.82404,63815,2018
704,ANADOLU UNIVERSITY (SE),DIL,ESKISEHIR,Central Anatolia Region,English Teaching,198.25773,374.70283,52600,2015
705,ANADOLU UNIVERSITY (SE),DIL,ESKISEHIR,Central Anatolia Region,English Teaching,219.71521,377.25233,56300,2016
706,ANADOLU UNIVERSITY (SE),DIL,ESKISEHIR,Central Anatolia Region,English Teaching,240.95293,399.45747,6830,2017
707,ANADOLU UNIVERSITY (SE),DIL,ESKISEHIR,Central Anatolia Region,English Teaching,239.86179,386.37292,58088,2018
708,ANKARA UNIVERSITY,EA,ANKARA,Central Anatolia Region,Agricultural Economy,281.24969,310.71786,197000,2015
709,ANKARA UNIVERSITY,SAY,ANKARA,Central Anatolia Region,Agricultural Machinery and Technologies Engineering,206.69571,265.18972,251000,2015
710,ANKARA UNIVERSITY,DIL,ANKARA,Central Anatolia Region,American Culture and Literature,397.9199,411.87863,8460,2015
711,ANKARA UNIVERSITY,EA,ANKARA,Central Anatolia Region,Anthropology,281.09482,390.92262,251000,2015
712,ANKARA UNIVERSITY,DIL,ANKARA,Central Anatolia Region,Arabic Language and Literature,374.8395,483.2811,15400,2015
713,ANKARA UNIVERSITY,SAY,ANKARA,Central Anatolia Region,Astronomy and Space Science  ,199.6242,328.77809,259000,2015
